order_id,payment_type,payment_installments,payment_value
gnmMTbgxCa2c,credit_card,10,35.4
eES1BgHITOiA,credit_card,1,249.35
vgGDwOHNt6vX,wallet,1,231.67
FZjzJ6yOTLRL,wallet,1,21.62
m1WvDeSaUs9Y,credit_card,1,78.48
lcxlbUTYxyvE,wallet,1,219.57
rvaLmFbKwoms,credit_card,1,123.61
DweuR1SL9kcp,debit_card,1,110.67
SJBxPgcrZ8Xp,wallet,1,230.36
fTcDof5im0cV,credit_card,2,237.62
jGoFVTKqvYS5,wallet,1,164.39
aVoD15dVhmN1,credit_card,6,218.78
9OmNjNV381zK,credit_card,3,187.22
dfigixGxdtxc,credit_card,1,199.06
tORrVFlXI0zp,wallet,1,18.38
0blWI50vsMDo,wallet,1,126.48
3WtGGuvXI4xt,wallet,1,294.58
UX7wDmEjrUZg,credit_card,1,456.74
U3nu9A261qUK,credit_card,5,258.1
x0qlCs4VH1Vn,wallet,1,270.75
8ClYfECxVJG1,voucher,1,33.48
1qEXBRkgnJKj,credit_card,2,318.82
vJP5wJLer0Pv,wallet,1,420.62
UfEuZQ9mohgs,credit_card,2,144.18
PJofBGgY03Yf,credit_card,5,28.58
UUtohlfOYt9q,credit_card,1,1439.27
AV23Easfd4TC,credit_card,2,431.15
KdpOKB4jcVYL,credit_card,10,93.87
DXMNcMTTatWW,credit_card,1,580.31
nB9t9E5kaM2n,credit_card,8,25.66
pXqe0LYJPKVx,credit_card,1,28.46
SeKzbcQqU3qf,voucher,1,518.04
mTV7FIohD4Fz,credit_card,1,10.42
0QYLvwDgC7Ra,wallet,1,1220.64
Xst7UQQxG2e2,credit_card,1,435.57
qNrsOtXtG4fi,credit_card,6,214.63
6RJBLQ7QQcEQ,credit_card,1,298.18
i6myZLPkLGPO,credit_card,10,172.69
KPjTI7U3sHbj,credit_card,2,34.73
gBcIk38tQ1L9,voucher,1,406.35
jzUMEQOjBXpT,credit_card,3,59.2
FFZmEt4Vsusz,credit_card,8,488.16
Gv79ZwSRG4RI,credit_card,4,8.47
6V14ltNsYRa3,wallet,1,146.92
45pHKtB0RSrf,credit_card,3,52.42
CU284hOemhS8,credit_card,1,606.48
XQLPvtMbcw90,credit_card,3,8.91
nOapqUUm7wJ7,credit_card,1,91.57
Wmmoi3j4x6s6,credit_card,4,238.96
Y5ghgUlPHQb6,credit_card,10,89.24
od7llGtrcimw,credit_card,10,335.16
U7SikUDctiIW,credit_card,2,183.78
idjfxmp6cl7z,credit_card,2,142.09
qnHAQJVcFpXs,voucher,1,282.82
SQoszwlAgk21,credit_card,10,361.76
67qEwBxxhc8H,credit_card,5,49.82
6TeWEakPcaub,credit_card,5,341.11
Z8yNKhkl5z5R,credit_card,6,173.66
7xD1F4eQtNMu,credit_card,8,87.87
e4oBlw7VOjeD,wallet,1,245.4
BLi7ViddCoN2,credit_card,2,207.66
ArbAqYdEFIXr,wallet,1,140.45
c1rzrHJOWn0r,credit_card,1,438.26
Gm9FdRp971yN,credit_card,1,159.84
9u5EehYRPnFN,credit_card,1,95.04
AVigx8HtTAhU,credit_card,1,75.22
2cdTiiQMg8HZ,credit_card,2,24.76
SEKnymfgApGv,wallet,1,42.41
FjQhvXV3YEut,credit_card,6,222.86
nEQhX16I4DZo,credit_card,3,163.73
B9Bmqm2lIy4H,credit_card,1,196.38
G5tGMLvI82A7,credit_card,10,229.06
pT92sqPyqs6e,wallet,1,665.87
wzBhVZ6C4fEg,credit_card,5,219.94
w6fV3wqBGyeW,credit_card,2,185.8
7Hao6Yh5qV8H,credit_card,1,663.93
PPEsdcpn6e9U,wallet,1,32.72
6o2vCK9NqY3s,credit_card,4,822.9
t3MNLULbwcn3,credit_card,8,118.79
9FihcusKKbxS,credit_card,10,54.86
VN13ulUOytrF,wallet,1,124.53
uV7X0YnngGx8,credit_card,1,316.57
JVTDnun9Ryyf,wallet,1,150.72
I8InFWxWHmR6,credit_card,1,102.22
R1fcjUYltJUL,credit_card,8,258.49
CPOH9bWW9nMk,wallet,1,2092.86
jLbV9fLYZD1N,voucher,1,75.4
QelVvvn76NHu,credit_card,1,26.84
8arhq02TJiW5,wallet,1,33.38
eDVB1P0ZnJsn,credit_card,10,16.89
w3kP9J5jzWFi,wallet,1,118.8
GwcZBlF7YfQ6,credit_card,2,124.11
sKsLZBCKZtXw,credit_card,7,26.2
DyT4Dc0cHFnf,credit_card,3,162.77
cOw6o6442hZa,wallet,1,364.58
rIczm94tTH56,wallet,1,485.51
NjwgCFXYYOFl,credit_card,3,247.37
4VUGB2vkUI5R,credit_card,8,889.93
RTHo9PemyTLE,wallet,1,174.59
VxUqdfa60aDI,credit_card,2,374.03
SY6O7YA0qjhD,credit_card,3,112.15
k7x1aq837iBK,credit_card,10,72.05
7VZACHqqjSnt,credit_card,1,177.54
MD12RnNGslaI,wallet,1,4.58
lnMbu6ePvBUW,credit_card,1,18.3
h5w4yY9ELh2B,credit_card,8,198.88
Vg5WzdDkUTvi,wallet,1,116.56
9DtsmkQC6EeZ,credit_card,1,98.23
jbXY4QpkIA6O,credit_card,1,122.91
4kDD8BbE22UQ,wallet,1,372.28
AzF2k1dYNFSJ,credit_card,1,201.07
VvICUCNzME02,credit_card,1,218.67
uep0cjdDdG9Y,wallet,1,144.39
SuHfM4GD7p5t,credit_card,1,495.93
KK8C2QqQWXi0,credit_card,1,38.85
D1UCPgMqReDT,credit_card,2,79.31
KFlw9hWYybUt,wallet,1,185.07
FP3VjRCKGC9i,credit_card,1,54.89
NfTdOJ86lTO9,credit_card,6,1125.55
ZSneVsxKocpD,wallet,1,769.34
y40EVTdUwO5D,credit_card,3,177.44
2FYbBBwDXHlp,credit_card,2,175.25
pULKzoFd3V2D,credit_card,1,2.34
yeA2aJOXnc51,credit_card,1,58.9
5mVqxwgnWMNA,wallet,1,39.56
FKUfACDF9WXo,credit_card,5,272.67
LRTA4XjIt1de,wallet,1,36.5
X725eQuOyE8G,credit_card,10,27.81
ZvHqR2ody3J4,wallet,1,467.07
BJKCNnnNyot7,credit_card,1,435.23
mGABmALWZWNT,credit_card,2,208.11
eBYzYUDQ1zCQ,credit_card,6,229.14
BOk5vSyOEIb9,voucher,1,374.85
WMNwA4F9O3hc,credit_card,1,841.23
zFqPBC9EP1JY,credit_card,6,98.62
ZZgyzx0eRRUm,credit_card,6,124.44
sSrLIuByEKbd,wallet,1,108.74
gkji1PwXOhw0,credit_card,6,33.4
FQ1yKj2F4sFy,credit_card,1,22.06
6bzsiJ0DcRm6,credit_card,1,197.25
FXacjlXqxpzt,credit_card,3,451.76
VM35cxv5WnrD,credit_card,1,263.8
cwG0aGamqd5p,credit_card,1,227.82
Rw7AsSbvG2NM,credit_card,8,335.77
sXvDKYgYMWdv,credit_card,1,185.22
udJsqKYzFk0i,credit_card,10,198.78
SgVLmwJNLCK3,credit_card,6,334.62
6HW8fERJeWtL,credit_card,3,118.54
kYfBBHQvcf76,credit_card,3,275.2
t6ohry3v7YtD,wallet,1,655.6
3b6zV4hVxgjK,credit_card,8,156.58
U1SvNtsuDvtj,voucher,1,828.08
OKecD6kY2wjB,credit_card,2,98.6
jtnWfPrSIkPT,credit_card,6,36.43
vBhHf3yYpcN7,credit_card,8,245.57
1qmCUiTxZALm,wallet,1,123.68
Mwwm4bDPgBbv,voucher,1,207.96
GxI6HbrQk5OF,credit_card,5,152.42
8m8Wzb6hKhzI,voucher,1,337.24
ebpkB8P7HOK3,credit_card,6,49.9
Z53wpJccBRVK,wallet,1,259.98
zd7eNGaAAI0p,credit_card,4,124.88
2GXw43b8LzUs,credit_card,5,169.82
7LmV6H021GKu,credit_card,5,3016.01
1lHEA02GN0a1,wallet,1,928.96
vIjFmSLzHlOc,wallet,1,101.67
7EHt5rd8ty9m,credit_card,7,158.53
RVoKTlHn2sX1,wallet,1,442.81
CpqCGIF7GD8m,credit_card,1,98.43
I5s7kDg6quLn,wallet,1,153.22
ibDfJ8s2i7Qy,credit_card,3,404.44
Saah6pg1ghv1,credit_card,2,221.86
8fql0373ArLZ,debit_card,1,113.66
Pgmp6Mcp4Oqu,credit_card,2,159.42
dpNtanUNZ359,wallet,1,132.5
oi5L5h1F9Nu6,credit_card,2,44.86
R83RuA7cylDT,wallet,1,924.12
bL0LUMPCfbz5,voucher,1,239.96
XSw9JnKVcuF9,credit_card,1,88.89
oXXXsDEw7g6c,wallet,1,85.27
RX3HFDzcttsw,credit_card,1,81.94
V9P1WCwKvu5Q,debit_card,1,237.31
2MQ9WjEIKR9F,credit_card,8,53.99
Wa3a5UMe1qXJ,credit_card,2,210.73
WGcNBvLUJ0Ft,credit_card,3,210.03
wEqZb1i5BXEA,credit_card,2,685.69
Kk38CNuvQ4IW,wallet,1,84.77
90ZuY4fWioP4,credit_card,3,101.31
A7HAL7kObolw,credit_card,8,59.54
TNjUruuYRGrD,wallet,1,673.69
wO4fODC6aAjk,wallet,1,186.59
w1vzDGqRabbk,credit_card,4,704.8
fNhOReu5Xsms,credit_card,10,192.85
pnnCbwmngH3B,credit_card,1,869.16
1s2BZHzDhZ4D,credit_card,8,913.65
nZYZZuXpm7Oy,credit_card,1,371.14
mpJLsd5jwdvT,wallet,1,225.78
b2Do9R5kSy9y,voucher,1,160.5
vcc0JbZkhB46,credit_card,2,258.98
NyBk4aEKUluE,credit_card,9,302.87
viR5boedUkXF,credit_card,7,205.98
maRi1xUrDD4R,wallet,1,4.07
YizWGncN8AYB,credit_card,1,81.18
mqkRIQMOHMWP,wallet,1,114.65
rVa1QezHgDzj,wallet,1,1.96
UPG1FEFaPSiA,credit_card,1,39.05
GWtjGxnBk7Jb,credit_card,6,96.65
HrpGWhjpLk2x,credit_card,5,47.48
hRazHdFPIDmV,wallet,1,100.11
maZ651760PCc,voucher,1,271.9
jvtsChuiHW1z,wallet,1,232.0
fp2RDoZ6z20N,credit_card,1,71.97
99uknkHV0Gym,wallet,1,98.86
5lB49pJh3CxW,credit_card,1,27.79
yEwFREGk4BZd,credit_card,2,91.08
6QswKXdkOQqJ,credit_card,5,31.87
hqYxjW1fj9yK,credit_card,1,39.89
B6AE6MM9wa9h,wallet,1,129.21
9dV8y8qQtHYe,credit_card,5,1303.5
D0hESILceDbN,credit_card,5,137.39
UL9ZH45NNN4h,credit_card,3,32.5
2rRflv9kEzWl,wallet,1,811.32
byg3KjWDe3JY,credit_card,1,878.04
8XGYgh2HUKpm,wallet,1,116.25
QBwUk4UJlbSO,credit_card,5,675.94
W5Mq4qDB4oJv,credit_card,3,85.76
YVXDnswXC02q,credit_card,5,50.75
naq4BEei7NyQ,credit_card,1,163.65
dfrjadxN3vKk,credit_card,4,410.36
zliFgbBJHQrr,voucher,1,320.45
PlGT5QXsDIbS,credit_card,1,392.6
iK8bmHUWtY1X,credit_card,8,266.68
IUemGgwiJtWo,voucher,1,27.15
q0W29i3f4SGq,wallet,1,79.0
RV7vmajJFhJM,credit_card,1,50.39
C9JEv33hHlfo,wallet,1,46.82
8MlbBBPJwfnh,credit_card,3,12.68
k9Iqp2ZR6hea,credit_card,3,1841.11
8riELSf0TV1L,credit_card,3,209.21
ElFgP2erSSzI,wallet,1,133.54
ZKQ8dHxseXjw,credit_card,4,145.97
XEh9JvHXuZv6,wallet,1,112.68
DAicFhgVcbUe,voucher,1,73.08
WpsX4gelGA8M,credit_card,6,460.87
eBOKBISY3nbj,voucher,1,145.48
xv08tIqDLWjV,credit_card,2,343.87
l2EirVnWSPNu,credit_card,4,267.89
IGuP8rAT9zPF,credit_card,1,225.86
j7iFvGHrN4zk,credit_card,13,129.23
pKRat2qXbiwU,credit_card,4,163.99
tK48beLKmt2o,wallet,1,534.46
uyvCcO9PQO6l,wallet,1,174.43
dpMViMD1BirO,wallet,1,533.49
LLdxbGGveedf,wallet,1,95.21
vGSyQmPlGEFG,credit_card,5,324.97
Y8AEjRU3wcg8,credit_card,10,137.99
Zs9uX0kvxYIP,credit_card,2,62.07
dTv8UvMgeoDc,wallet,1,126.05
QgeuJnqvaPLb,credit_card,1,3.22
BpfocuegFvnR,credit_card,4,276.44
XqdQsbmWQSdN,credit_card,8,111.65
IndZnAlHCUTd,wallet,1,1046.56
1hOd1u0e0WWl,wallet,1,648.82
VD9cwyM0uphd,wallet,1,33.68
jnfuVA4VUIqK,credit_card,1,20.55
WVGQirjXrH5h,credit_card,8,826.42
dedQezeJxam0,credit_card,8,243.26
3XtQAi8yUvKo,credit_card,1,1224.1
92qLWNZxvfiF,credit_card,8,64.37
FbmUNq5gs714,credit_card,1,97.98
PUBPUK0ZTdlh,credit_card,10,39.54
TAU9qxcFsq1R,credit_card,10,193.16
afRPwBXdDr6G,credit_card,3,8.98
u1U7hGQOJF3r,credit_card,2,2032.04
KTrVDhASjXBc,wallet,1,72.78
LJ4TVMy3Ia61,credit_card,6,77.88
SxqQLXnSl0Iu,credit_card,7,130.24
QuV5GfIiEgAN,debit_card,1,52.8
RYEZhTPNISwH,credit_card,1,254.45
CZq8w50yflCE,wallet,1,338.58
Xtxeq2Q1yPZJ,wallet,1,197.98
QsnH3eqcPZyt,credit_card,5,343.54
OuDaHU4Zsoie,wallet,1,15.61
L2NX040Pct7F,credit_card,6,87.87
BkGsOvXV4WCB,credit_card,3,261.16
55uVLCl89YKz,credit_card,9,45.78
yXOxG1EVHeiy,credit_card,1,37.1
SooFh8OU9imW,credit_card,8,218.54
7wMwjah2xuuY,credit_card,7,19.77
eYNMBj2YzyQL,wallet,1,164.52
aApXSGOxnO4z,credit_card,7,27.88
Yg41AqP7oJJ1,credit_card,1,120.18
rhkdmhMCgAde,credit_card,1,147.68
sOc2scb2RAqs,credit_card,2,5.78
mY5cXMvp8cwn,credit_card,1,386.48
SJLjqMyHeweC,wallet,1,13.13
rbm0P2x7tGvi,wallet,1,169.3
zYiJoXpt7L8z,wallet,1,128.89
0nFNOiYwQpIG,wallet,1,184.87
do000MzTtYeZ,wallet,1,270.54
GEExNbsMbF4Y,credit_card,10,912.69
Sai1SpIb3qUK,credit_card,1,65.14
GkHc8iA8uoYR,wallet,1,195.29
estpdnGsavg0,credit_card,2,173.74
XNjMN3afK0zj,wallet,1,328.73
mCzG1tgOQ3Tt,credit_card,4,115.8
hh9h7tGM2Bpc,credit_card,1,37.5
xL6G4tWJtZSa,credit_card,3,69.29
Lu2Xcw0XcuQ5,credit_card,1,172.13
J2CY8P7Q1QqJ,credit_card,4,144.28
f37WB6Pe9qz7,debit_card,1,172.19
1G5B486oWh70,credit_card,4,205.18
jt3mAOE2E9Dr,credit_card,4,136.94
VludlPZxFIE3,wallet,1,188.79
K9EVvqovT3yS,credit_card,2,129.82
0NPi2NUtSugM,credit_card,2,39.46
7tE51j1p5WG7,wallet,1,57.62
kwc46nueOZDB,credit_card,2,566.19
XaTHkhVd5bYr,credit_card,8,182.64
Xec2jYpTOUr5,credit_card,10,71.81
Df0IIWFoaPeL,credit_card,1,177.87
unqaQCbTEEdz,credit_card,8,308.81
AvsU27dRciqm,credit_card,1,114.91
5cGmRMwgbEEb,wallet,1,215.62
9hHuKbyXc3Ce,wallet,1,372.54
VOCzVTuddGVV,credit_card,1,158.01
ebZt3Kcnkmxk,credit_card,12,225.64
KT30xGWao77F,credit_card,3,135.84
HDvFBFdLsEEC,credit_card,6,1471.51
peN99fFiDpDA,credit_card,1,779.98
IhSJLqOcDYl9,credit_card,10,822.88
NyFwQ3B7bDC0,credit_card,1,514.6
qbonVR4voklS,credit_card,1,54.19
SAwOARRdfuXF,wallet,1,73.22
fwZqSVVgmA8K,credit_card,3,775.0
EPbKnU0FlZyj,credit_card,1,80.77
8udybh1jaXdS,wallet,1,114.23
pqqBdJH8MqSf,wallet,1,48.61
PVQbYEPdmOUS,credit_card,4,248.94
N1WMthkmkBAW,wallet,1,214.08
xLYTW8kAGDpZ,voucher,1,84.26
CiMD0QUhAUhC,wallet,1,212.5
M96DVkiLQwdz,wallet,1,777.87
qLyTqQZST0j7,credit_card,8,247.65
sAFwKDWIEura,credit_card,5,917.73
8xxMTxC0aWu2,credit_card,1,58.11
xQ7RXVs1dZbg,credit_card,8,278.22
PrFiPvyr7Adu,credit_card,3,460.87
PUI1Dmb1WsvL,credit_card,3,162.77
Sj6m7nUNhtWu,credit_card,2,20.87
goDbgCtESEHv,credit_card,2,278.11
TNDelV4dIz5u,wallet,1,227.1
9kLTu5DNKbmV,credit_card,6,283.96
KXnvw5FN5KMa,credit_card,1,788.12
F0HZmsGvzMwN,credit_card,2,34.44
ohPU14dlG3rB,credit_card,1,77.96
ycNB0OtdbhOX,credit_card,2,330.69
KrVCZ81Ft5KY,voucher,1,33.48
wfHSHSaVsdrA,credit_card,1,78.15
BtG5XRfYbVtu,credit_card,4,106.85
F5rZU2mRrCEu,credit_card,10,69.32
Jtfkl1bIklR1,wallet,1,153.7
MLBzMfeeuyPp,credit_card,2,183.56
244Bct5vMDJm,credit_card,5,225.85
cq9VH21k8H05,credit_card,1,193.83
dHCkBKdvqENU,credit_card,1,12.49
oJ4k91YLwyPz,wallet,1,401.63
yrGFsvL6zCHo,credit_card,1,194.04
uWqZWj4oU61N,credit_card,8,449.49
hblScVotzMFF,credit_card,3,424.57
4csyDOU22iwE,credit_card,1,519.37
KfX8rN73QPef,credit_card,2,535.03
2fIaijVsF9HP,wallet,1,955.79
pHtq23sdciES,credit_card,3,257.56
fSGBq8uyQnpr,wallet,1,168.24
1yXVnKLgLLi9,credit_card,10,216.87
4MIHz2qgrUJZ,credit_card,1,158.73
0LSWzvHTdMWW,credit_card,2,165.29
ACJJ96wtFm9n,credit_card,1,133.02
zuuTl2G4pOmZ,voucher,1,182.42
RRx0dd4iMZcY,credit_card,2,131.43
nz1xuMtOO8Ip,credit_card,10,526.3
kwB04jt6eZXS,credit_card,9,27.89
c1isveb4yn4W,credit_card,2,216.63
TZkAd2IHhOtv,credit_card,1,59.59
31MOyblq5VjG,wallet,1,277.96
UnyuMybw21sS,credit_card,5,286.64
2uZjDFcrYPDF,credit_card,6,179.07
VwhoTtEGMzvf,credit_card,4,102.68
m2XczwE8La11,wallet,1,116.91
6r5zo8c3z56V,credit_card,6,188.44
Y3rLHhaUQrmQ,credit_card,6,230.4
ASal9L2TPxBJ,credit_card,1,325.35
7Ax1vx5uO5pb,voucher,1,145.48
Jw3kP7Ff7QdZ,credit_card,3,119.67
9BdRcwClthwH,credit_card,3,0.81
MzqzeW6hZpzp,wallet,1,127.63
urHhU7NnmidX,credit_card,4,596.95
nLdwYZqQr0jq,credit_card,3,6.06
iVs4WAX6Y1lF,credit_card,1,55.43
mEbY9ZjTKQLK,wallet,1,82.31
QN5cqAOJARA0,wallet,1,0.81
btpN2lmopx6z,credit_card,10,317.4
e2GZ9TVcK2QZ,credit_card,3,159.28
mMVEM6aXZxXD,credit_card,5,224.09
STZYhIPcx6Zb,wallet,1,40.09
NYb7lB23jJRL,credit_card,2,9.71
6CMj2VKCD0oh,credit_card,1,1006.12
aWjdHapP0W3Z,credit_card,1,128.05
GGBju4LcRqDY,credit_card,5,98.85
pHxBBJo15oSH,credit_card,1,204.02
nNfxCq2tnUs9,wallet,1,41.3
Uepf7rz68L4C,credit_card,2,158.1
XQvxbM6iwHql,credit_card,2,47.55
mpLvQzIWGuoP,credit_card,3,514.6
hYgu0qWqSUfP,wallet,1,267.94
hT5K6jZZC9cP,wallet,1,2.68
SblnHX4TtayR,credit_card,8,78.68
SXGmCZDjVdxF,credit_card,4,514.63
KOJEgtTDjoFa,wallet,1,253.88
J0Pk8Khn8YV8,credit_card,8,76.08
zlOhQf1jsmtA,credit_card,1,112.72
sVbyft4me5as,credit_card,1,16.12
GrvFJlaxp3uE,credit_card,1,300.11
q6h7Ml4CjhA7,credit_card,10,112.23
Ymc6aRXu1frr,wallet,1,180.91
2ZpXQsLgDg0k,debit_card,1,195.29
XmrWf1UJTnmH,credit_card,3,60.11
oHcy1rMTJxfH,wallet,1,164.99
rlZNNZD5PcNj,wallet,1,53.8
r5o7uHj9E4th,wallet,1,448.2
n06krhV3DvXM,credit_card,8,109.85
vRoMsL1KxV31,credit_card,1,96.0
1FEskNnZyvIF,wallet,1,117.55
Cl0G2yz48NlR,wallet,1,138.07
ZyQ6r5V885Nr,credit_card,1,66.88
6b4OOJEf4SIo,credit_card,10,115.55
gdpVZRdF0zro,credit_card,10,34.94
LqG6JJ1dZN2Q,credit_card,1,305.58
jnwhYcFI9kDp,wallet,1,783.0
l17oKOrakEbG,credit_card,2,151.94
EmKACQT4uncI,credit_card,12,23.8
Ej9u5Sl4XF8F,credit_card,2,395.05
vs1JulJufS2q,credit_card,1,718.64
iXn4oePvJ0ZQ,credit_card,3,99.28
OyGscmlRAeaP,credit_card,2,192.81
tYyCMJjInN9H,wallet,1,666.68
zCioGMaGoV9F,credit_card,5,179.04
1fzD03eNQ6Cp,wallet,1,82.03
lBHdiwXhxAIN,wallet,1,232.0
hty8LtiY7dQj,credit_card,1,288.88
W6gqUFgvg07q,credit_card,1,605.82
EFJKdjm7Fjt5,credit_card,2,106.48
8px7HBsR9Z3R,credit_card,1,516.97
udq8zfFXQFrR,credit_card,5,2.6
VtjLS6JTk4wi,wallet,1,75.36
1ORcrYvsf7Q9,credit_card,2,89.48
B4sOEb3r7jL6,credit_card,2,449.01
8BBxDy4JlUes,credit_card,1,96.77
lDtEpuXC3IYX,credit_card,1,49.36
mrF3kl2fRguU,credit_card,4,197.17
JnsLOGu8cJQ7,credit_card,5,469.78
o18jiVjNG1NP,credit_card,2,116.94
6vPxFrJfWW2q,wallet,1,131.76
p2p1m4roRvwL,credit_card,2,107.01
SPBjIcJKpjbd,credit_card,1,183.56
dQQwbwgi1399,credit_card,5,252.99
lWyqv6l6KkJ4,credit_card,2,117.06
FJMCSmwWsoOe,credit_card,4,336.83
sTpljWWMUSpu,wallet,1,418.55
hKERJNbejpXb,credit_card,1,164.51
Q0wnuBlvqOoV,credit_card,10,481.52
3r0CQ8qU1Du6,credit_card,2,2.9
o9E6lrvUm2TW,credit_card,6,9.55
Zb4OFqajzWeH,credit_card,1,149.29
J3csZfrywOlj,wallet,1,51.83
SSnzS3j8Ma6n,credit_card,8,155.4
ETdqanq9a1ZD,credit_card,3,398.06
9udZKi06u52x,credit_card,2,62.2
4Vtr1TZCVCbn,voucher,1,721.63
zyVXC63bYwqK,credit_card,2,468.94
cwAPpAGZeYe8,wallet,1,18.36
LIHzll9z6MHV,credit_card,3,58.12
PYt0DbSg43Vj,wallet,1,243.71
AUOHxqgRO2E1,credit_card,2,174.8
u3iV43H9PY41,wallet,1,656.16
9PYdL3WxY4ss,credit_card,1,196.61
REv6myrGruCC,credit_card,1,44.02
Hp4WCbcRzkCl,wallet,1,21.71
WijeP8cplQRZ,credit_card,2,478.67
h6l514im7oTl,credit_card,4,343.88
7BqqkzlxOKUL,wallet,1,950.0
N6yxaRbs7dwV,wallet,1,47.07
wxeYU0xNQRDS,credit_card,1,1274.51
ulFLwLEmZZP1,credit_card,3,50.08
UKlk7ekbKI9q,credit_card,1,504.76
PRTVx4ki4pDR,wallet,1,585.12
jCcS6PpnhbAR,credit_card,4,73.38
Tw5AwkrogU4u,credit_card,6,86.57
BUPP27TThsif,credit_card,2,70.68
psD2kEn7eDwm,credit_card,1,54.9
G655XmtTFwEn,credit_card,1,437.75
l9QWz3VJpq3G,wallet,1,321.38
6KzaBse2qLFM,credit_card,2,135.87
dQp8CgflKjQz,wallet,1,676.84
sKRDMjZOZRiO,credit_card,3,37.17
LuLiZOGU1FyK,wallet,1,92.31
bzUiX2xkHMX1,credit_card,12,98.12
qBzNQzRY1kSn,credit_card,2,665.87
htUSU4HXnUfF,credit_card,3,197.45
wpb5doquxnss,credit_card,1,389.02
h1Ne4S44ycfv,credit_card,1,115.82
5x0gBX1t98QJ,credit_card,3,162.04
zpnYrtUopscu,credit_card,3,239.6
dSYg9w2oiW6F,credit_card,1,239.39
MXIzDrpzP3uC,credit_card,3,161.04
4ox6ZnkopRyB,credit_card,1,98.98
RaVxjWJU957l,credit_card,1,105.85
e6zyyuoDbUnO,credit_card,2,524.81
uqrwu9EQ0qKU,voucher,1,145.48
9VnU5eBHqnIs,credit_card,10,283.49
ioqaxuu87YhA,credit_card,10,145.3
1YItdIZea2Nv,credit_card,3,137.57
VXwbdEOmggE0,credit_card,1,82.24
eeYrYPTSydLE,credit_card,3,95.01
0Qcfd2Qz0rUA,credit_card,8,316.09
2txC1sZGsWY2,credit_card,1,438.95
DBLpLmKj1CGa,credit_card,2,254.77
LTTLWefvgdr1,credit_card,2,327.92
0OwvY5EF2lHg,credit_card,1,15.61
vHLKYHlbD7N2,wallet,1,29.86
E7IleeTl3k32,credit_card,5,161.02
DRzXPLOR7kUq,credit_card,2,10.62
IHHSRbc87YK2,credit_card,3,967.67
DHSB3bX2Of9f,credit_card,1,33.53
xMXlERAs1RbY,wallet,1,426.07
glqrRIknuRKm,credit_card,1,202.48
CapyweR6ff3I,credit_card,1,415.76
okwxRWhoEjOI,credit_card,2,491.98
cIdJN1gk9oHv,credit_card,4,151.98
MiZ17YFTBe7X,credit_card,1,311.92
DHYMeK9fXRfg,credit_card,2,165.05
uSMnhcMpZIao,credit_card,1,190.57
alSaEd8TOfPa,credit_card,10,224.96
iSbQHUBwzs3Q,credit_card,2,314.81
O8800TGhUhMg,credit_card,6,86.48
Pm5FyOXW3dVT,wallet,1,106.32
3uPb56Gn0E4C,credit_card,10,63.72
LPCXtcmPNI8A,credit_card,1,90.79
f9U0i0cgqnEA,wallet,1,742.51
UMLkyLf0TfCZ,credit_card,9,226.44
vi0PzLGTUXl9,credit_card,5,378.06
dypL4GhwtuAy,credit_card,1,50.74
yTqMBsarUqTb,credit_card,2,176.9
0CkN31TBPDjl,credit_card,1,218.73
2RAeeFxre5Mg,credit_card,4,566.0
yR4gZBXmzCre,credit_card,1,158.74
YCLfnFEwCXsB,credit_card,4,188.43
yotWBswwFubO,credit_card,4,585.12
wnTsYmBOWwVU,wallet,1,61.08
0CnpcdgiGgMI,credit_card,1,256.31
otM4aAClefjp,voucher,1,133.62
0Xht2luLjb5G,wallet,1,137.49
RLj2S07SpHh2,credit_card,2,124.74
PU1jpkfxzpKd,credit_card,2,333.76
wlhUTPfXnWD2,wallet,1,261.29
ROcBYEOTeQqH,credit_card,1,51.03
0BhPpNcu22sW,credit_card,1,216.63
coFlXf74oBsB,wallet,1,219.87
zTGpJdXMWNdJ,wallet,1,76.03
JWCIH9HmkLxg,credit_card,1,1988.55
X9DkdXJ0NcLc,credit_card,5,276.34
YZp75rhUsBnH,credit_card,1,228.52
yvEEcDioSfJb,credit_card,3,103.11
d0cuo8UBkeU2,wallet,1,35.31
yfsKvmk3qIsI,credit_card,1,129.13
h8XO8s8EHmky,wallet,1,161.88
c11dR4JY3skg,wallet,1,221.88
2G0b8tR755Pl,credit_card,5,23.01
kFKyVjpd9Phw,credit_card,9,399.38
9x4qkSNKZxjj,credit_card,3,151.46
mpuKWRgoaA13,credit_card,5,2183.15
Tsu0DZ2nPlde,credit_card,1,66.33
J6eevGE7BeIZ,credit_card,5,67.63
TyrZtBu6ZaAW,credit_card,10,43.77
8QNzkgLqh8qa,wallet,1,186.91
VVnpnXV73s4L,credit_card,4,590.05
6NiyuZaXAx5q,credit_card,1,10.89
cq5O9pQFy4Qq,credit_card,2,681.46
DEBepjLnEYiX,wallet,1,267.94
0Nrztbs18jTI,credit_card,1,14.15
ZxYAugqP83RY,voucher,1,6.58
S60z2gNcSwas,credit_card,10,183.37
UalBcfGHLRNR,wallet,1,220.27
IhfyY2OyFjXz,wallet,1,2115.05
MUTA7TXZ7IVt,credit_card,5,245.07
jJSLsDOJdblz,credit_card,8,23.49
h6H1xD2VfMBg,credit_card,4,75.26
KcLhHYpGyFo2,debit_card,1,147.04
M3Ck7zFahOK0,credit_card,3,318.44
